Unnamed: 0,News ID,Category,SubCategory,Title,Abstract,URL,Title Entities,Abstract Entities,text_for_keywords,keywords,keywords_str,category
27418,N94188,news,newsscienceandtechnology,Twitter says it's better at spotting abusive tweets than users,"Twitter says it has achieved a major milestone in its attempts to improve the ""health"" of its platform. According to the company's most recent earnings report, 50 percent of abusive tweets removed this past quarter were pulled before a user even flagged the content. That's up from 38 percent in Q1. Twitter adds that it achieved the milestone on the back of improvements it made to its machine learning-based moderation algorithms, which in turn...",https://assets.msn.com/labs/mind/AAJhLI4.html,"[{""Label"": ""Twitter"", ""Type"": ""O"", ""WikidataId"": ""Q918"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Twitter""]}]","[{""Label"": ""Q1 (building)"", ""Type"": ""F"", ""WikidataId"": ""Q125846"", ""Confidence"": 0.978, ""OccurrenceOffsets"": [296], ""SurfaceForms"": [""Q1""]}, {""Label"": ""Twitter"", ""Type"": ""O"", ""WikidataId"": ""Q918"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 300], ""SurfaceForms"": [""Twitter"", ""Twitter""]}]","Twitter says it's better at spotting abusive tweets than users Twitter says it has achieved a major milestone in its attempts to improve the ""health"" of its platform. According to the company's most recent earnings report, 50 percent of abusive tweets removed this past quarter were pulled before a user even flagged the content. That's up from 38 percent in Q1. Twitter adds that it achieved the milestone on the back of improvements it made to its machine learning-based moderation algorithms, which in turn...","['spotting abusive tweets', 'attempts to improve', 'abusive tweets', 'abusive tweets removed', 'spotting abusive']","spotting abusive tweets, attempts to improve, abusive tweets, abusive tweets removed, spotting abusive",Technology & Product
29623,N75576,news,newsscienceandtechnology,AI Helps Scientists Design a New Compressible Material,It could be the secret to foldable bicycles (or other large items) that fit in your pocket.,https://assets.msn.com/labs/mind/AAJmTdZ.html,[],[],AI Helps Scientists Design a New Compressible Material It could be the secret to foldable bicycles (or other large items) that fit in your pocket.,"['Scientists Design', 'Compressible Material', 'foldable bicycles', 'large items', 'secret to foldable']","Scientists Design, Compressible Material, foldable bicycles, large items, secret to foldable",Research
30417,N107800,news,newsscienceandtechnology,Microsoft to use AI to filter game chat,Text messages will be the first to be filtered but the tech will also be applied to voice chat.,https://assets.msn.com/labs/mind/AAIP0oh.html,"[{""Label"": ""Microsoft"", ""Type"": ""O"", ""WikidataId"": ""Q2283"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Microsoft""]}]",[],Microsoft to use AI to filter game chat Text messages will be the first to be filtered but the tech will also be applied to voice chat.,"['chat Text messages', 'game chat Text', 'filter game chat', 'Text messages', 'chat Text']","chat Text messages, game chat Text, filter game chat, Text messages, chat Text",Technology & Product
35105,N59020,news,newsscienceandtechnology,Honeywell to establish robotics center in the Strip District and start hiring,"Honeywell is jumping into robotics   with Pittsburgh as its hub. The Fortune 100 company is creating Honeywell Robotics, an advanced technology center tasked with developing artificial intelligence, machine learning, computer vision, and advanced robotics for use mainly in warehouses. Honeywell Robotics will be based at 3 Crossings in the Strip District. The company leased 25,000 square feet of space formerly occupied by Robert Bosch in the...",https://assets.msn.com/labs/mind/AAJhuTU.html,"[{""Label"": ""Honeywell"", ""Type"": ""O"", ""WikidataId"": ""Q898208"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Honeywell""]}, {""Label"": ""Strip District, Pittsburgh"", ""Type"": ""G"", ""WikidataId"": ""Q7624071"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Strip District""]}]","[{""Label"": ""Honeywell"", ""Type"": ""O"", ""WikidataId"": ""Q898208"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Honeywell""]}, {""Label"": ""Strip District, Pittsburgh"", ""Type"": ""G"", ""WikidataId"": ""Q7624071"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [341], ""SurfaceForms"": [""Strip District""]}, {""Label"": ""Fortune 500"", ""Type"": ""U"", ""WikidataId"": ""Q76615"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Fortune 100""]}, {""Label"": ""Pittsburgh"", ""Type"": ""G"", ""WikidataId"": ""Q1342"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""Pittsburgh""]}]","Honeywell to establish robotics center in the Strip District and start hiring Honeywell is jumping into robotics   with Pittsburgh as its hub. The Fortune 100 company is creating Honeywell Robotics, an advanced technology center tasked with developing artificial intelligence, machine learning, computer vision, and advanced robotics for use mainly in warehouses. Honeywell Robotics will be based at 3 Crossings in the Strip District. The company leased 25,000 square feet of space formerly occupied by Robert Bosch in the...","['start hiring Honeywell', 'Strip District', 'establish robotics center', 'start hiring', 'Honeywell Robotics']","start hiring Honeywell, Strip District, establish robotics center, start hiring, Honeywell Robotics",Technology & Product
35293,N44956,finance,finance-technology,Oral-B's new $220 toothbrush has AI to tell you when you're brushing poorly,$220 is double my yearly dental hygiene budget,https://assets.msn.com/labs/mind/AAJmklk.html,"[{""Label"": ""Oral-B"", ""Type"": ""J"", ""WikidataId"": ""Q1987067"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Oral-B""]}]",[],Oral-B's new $220 toothbrush has AI to tell you when you're brushing poorly $220 is double my yearly dental hygiene budget,"['dental hygiene budget', 'yearly dental hygiene', 'brushing poorly', 'hygiene budget', 'double my yearly']","dental hygiene budget, yearly dental hygiene, brushing poorly, hygiene budget, double my yearly",Technology & Product
39756,N85247,news,newsscienceandtechnology,Facebook emphasizes women's safety on social media,"It's using AI, machine learning and policy to fight abuse and harassment of women online.",https://assets.msn.com/labs/mind/AAJyhlp.html,"[{""Label"": ""Facebook"", ""Type"": ""O"", ""WikidataId"": ""Q355"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Facebook""]}]","[{""Label"": ""Amnesty International"", ""Type"": ""O"", ""WikidataId"": ""Q42970"", ""Confidence"": 0.955, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""AI""]}]","Facebook emphasizes women's safety on social media It's using AI, machine learning and policy to fight abuse and harassment of women online.","['Facebook emphasizes women', 'emphasizes women safety', 'Facebook emphasizes', 'machine learning', 'women online']","Facebook emphasizes women, emphasizes women safety, Facebook emphasizes, machine learning, women online",Uncategorized
44873,N58459,news,newsscienceandtechnology,Activists warn UN about dangers of using AI to make decisions on what human soldiers should target and destroy on the battlefield,"A Nobel Peace prize winner has warned against robots making life-and-death decision on the battlefield, as it is 'unethical and immoral' and 'can never be undone'.",https://assets.msn.com/labs/mind/AAJbn6h.html,"[{""Label"": ""United Nations"", ""Type"": ""O"", ""WikidataId"": ""Q1065"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [15], ""SurfaceForms"": [""UN""]}]","[{""Label"": ""Nobel Peace Prize"", ""Type"": ""B"", ""WikidataId"": ""Q35637"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [2], ""SurfaceForms"": [""Nobel Peace""]}]","Activists warn UN about dangers of using AI to make decisions on what human soldiers should target and destroy on the battlefield A Nobel Peace prize winner has warned against robots making life-and-death decision on the battlefield, as it is 'unethical and immoral' and 'can never be undone'.","['Nobel Peace prize', 'Peace prize winner', 'Nobel Peace', 'unethical and immoral', 'Peace prize']","Nobel Peace prize, Peace prize winner, Nobel Peace, unethical and immoral, Peace prize",Uncategorized
46956,N5654,news,newsscienceandtechnology,Google researchers taught an AI to recognize smells,"For decades, perfumers and scientists have struggled to predict the relationship between a molecule's structure and its scent. While scientists can look at a wavelength of light and identify what color it is, when it comes to scents, scientists can't simply look at a molecule and identify its odor. Researchers from the Google Brain Team are hoping AI might change that. In a paper published on Arxiv, they explain how they're training AI to...",https://assets.msn.com/labs/mind/AAJjAbj.html,"[{""Label"": ""Artificial intelligence"", ""Type"": ""C"", ""WikidataId"": ""Q11660"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""AI""]}, {""Label"": ""Google"", ""Type"": ""O"", ""WikidataId"": ""Q95"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Google""]}]","[{""Label"": ""Artificial intelligence"", ""Type"": ""C"", ""WikidataId"": ""Q11660"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [350, 437], ""SurfaceForms"": [""AI"", ""AI""]}, {""Label"": ""ArXiv"", ""Type"": ""M"", ""WikidataId"": ""Q118398"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [396], ""SurfaceForms"": [""Arxiv""]}]","Google researchers taught an AI to recognize smells For decades, perfumers and scientists have struggled to predict the relationship between a molecule's structure and its scent. While scientists can look at a wavelength of light and identify what color it is, when it comes to scents, scientists can't simply look at a molecule and identify its odor. Researchers from the Google Brain Team are hoping AI might change that. In a paper published on Arxiv, they explain how they're training AI to...","['smells For decades', 'Google researchers taught', 'Google Brain Team', 'recognize smells', 'struggled to predict']","smells For decades, Google researchers taught, Google Brain Team, recognize smells, struggled to predict",Uncategorized
49830,N62467,news,newsscienceandtechnology,These Researchers Are Using AI Drones to More Safely Track Wildlife,"Researchers are looking to new advances in computing, especially artificial intelligence, to speed up their work.",https://assets.msn.com/labs/mind/AAJGxIV.html,[],[],"These Researchers Are Using AI Drones to More Safely Track Wildlife Researchers are looking to new advances in computing, especially artificial intelligence, to speed up their work.","['Safely Track Wildlife', 'Track Wildlife Researchers', 'Safely Track', 'Track Wildlife', 'Wildlife Researchers']","Safely Track Wildlife, Track Wildlife Researchers, Safely Track, Track Wildlife, Wildlife Researchers",Uncategorized
51147,N81621,finance,finance-technology,Microsoft is poised to add machine-reading results to Microsoft Search,"Microsoft looks ready to commercialize more of its AI technology, this time in the form of new machine-reading comprehension capabilities built into Microsoft Search.",https://assets.msn.com/labs/mind/AAJzDQx.html,"[{""Label"": ""Microsoft"", ""Type"": ""O"", ""WikidataId"": ""Q2283"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Microsoft""]}, {""Label"": ""Bing (search engine)"", ""Type"": ""M"", ""WikidataId"": ""Q182496"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [54], ""SurfaceForms"": [""Microsoft Search""]}]","[{""Label"": ""Microsoft"", ""Type"": ""O"", ""WikidataId"": ""Q2283"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Microsoft""]}, {""Label"": ""Bing (search engine)"", ""Type"": ""M"", ""WikidataId"": ""Q182496"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [149], ""SurfaceForms"": [""Microsoft Search""]}]","Microsoft is poised to add machine-reading results to Microsoft Search Microsoft looks ready to commercialize more of its AI technology, this time in the form of new machine-reading comprehension capabilities built into Microsoft Search.","['Microsoft Search Microsoft', 'comprehension capabilities built', 'add machine-reading results', 'machine-reading comprehension capabilities', 'Microsoft Search']","Microsoft Search Microsoft, comprehension capabilities built, add machine-reading results, machine-reading comprehension capabilities, Microsoft Search",Uncategorized
51657,N15124,news,newsscienceandtechnology,Plus One Robotics to double workforce,"Plus One Robotics, a San Antonio company that makes software for industrial robots, is planning to double its 30-person workforce in the next year. Officials announced the expansion Wednesday at the opening of the company's new headquarters on Billy Mitchell Road at Port San Antonio. Plus One had only a handful of employees when it started operations in 2017. Co-founder and CEO Eric Nieves touted not only the expansion, but also his company's...",https://assets.msn.com/labs/mind/AAJCYIV.html,[],"[{""Label"": ""San Antonio"", ""Type"": ""G"", ""WikidataId"": ""Q975"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""San Antonio""]}, {""Label"": ""Port San Antonio"", ""Type"": ""U"", ""WikidataId"": ""Q7230924"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [267], ""SurfaceForms"": [""Port San Antonio""]}, {""Label"": ""Entrepreneurship"", ""Type"": ""C"", ""WikidataId"": ""Q131524"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [362], ""SurfaceForms"": [""Co-founder""]}]","Plus One Robotics to double workforce Plus One Robotics, a San Antonio company that makes software for industrial robots, is planning to double its 30-person workforce in the next year. Officials announced the expansion Wednesday at the opening of the company's new headquarters on Billy Mitchell Road at Port San Antonio. Plus One had only a handful of employees when it started operations in 2017. Co-founder and CEO Eric Nieves touted not only the expansion, but also his company's...","['Port San Antonio', 'San Antonio company', 'San Antonio', 'Billy Mitchell Road', 'Robotics to double']","Port San Antonio, San Antonio company, San Antonio, Billy Mitchell Road, Robotics to double",Market & Corporate
